Date,Away_team,Home_conference,Away_conference
3/2/2022,Auburn,Southeastern,Southeastern
3/2/2022,St. Francis NY,Northeast,Northeast
3/2/2022,Stephen F. Austin,Western Athletic,Western Athletic
3/2/2022,Houston Baptist,Southland,Southland
3/2/2022,North Carolina A&T,Big South,Big South
3/2/2022,Saint Louis,Atlantic 10,Atlantic 10
3/2/2022,Georgetown,Big East,Big East
3/2/2022,UAB,Conference USA,Conference USA
3/2/2022,Xavier,Big East,Big East
3/2/2022,SIU Edwardsville,Ohio Valley,Ohio Valley
3/2/2022,Nicholls St.,Southland,Southland
3/2/2022,Wichita St.,American Athletic,American Athletic
3/2/2022,Charleston Southern,Big South,Big South
3/2/2022,Wyoming,Mountain West,Mountain West
3/2/2022,St. Francis PA,Northeast,Northeast
3/2/2022,N.C. State,Atlantic Coast,Big Sky
3/3/2022,Dixie St.,Western Athletic,Western Athletic
3/3/2022,Grambling St.,Southwest Athletic,Southwest Athletic
3/3/2022,Southern,Southwest Athletic,Southwest Athletic
3/3/2022,Mississippi Valley St.,Southwest Athletic,Southwest Athletic
3/3/2022,Stanford,Pacific-12,Pacific-12
3/3/2022,California,Pacific-12,Pacific-12
3/3/2022,Louisiana Monroe,Sun Belt,Sun Belt
3/3/2022,Florida Gulf Coast,Atlantic Sun,Atlantic Sun
3/3/2022,Loyola MD,Patriot League,Patriot League
3/3/2022,UC Irvine,Big West,Big West
3/3/2022,UC San Diego,Big West,Big West
3/3/2022,UC Riverside,Big West,Big West
3/3/2022,Marist,Metro Atlantic Athletic,Metro Atlantic Athletic
3/3/2022,Robert Morris,Horizon League,Horizon League
3/3/2022,Georgia Southern,Sun Belt,Sun Belt
3/3/2022,Bucknell,Patriot League,Patriot League
3/3/2022,Morgan St.,Mid-Eastern Athletic,Mid-Eastern Athletic
3/3/2022,Northern Arizona,Big Sky,Big Sky
3/3/2022,Rider,Metro Atlantic Athletic,Metro Atlantic Athletic
3/3/2022,Florida Atlantic,NCAA,Conference USA
3/3/2022,Utah Valley,Western Athletic,Western Athletic
3/3/2022,UMass Lowell,America East,America East
3/3/2022,Temple,American Athletic,American Athletic
3/3/2022,Portland St.,Big Sky,Big Sky
3/3/2022,Southern Utah,Big Sky,Big Sky
3/3/2022,Penn St.,Big Ten,Big Ten
3/3/2022,Indiana St.,Missouri Valley,Missouri Valley
3/3/2022,Arkansas Pine Bluff,Southwest Athletic,Southwest Athletic
3/3/2022,Central Arkansas,Atlantic Sun,Atlantic Sun
3/3/2022,Kennesaw St.,Atlantic Sun,Atlantic Sun
3/3/2022,TCU,Big 12,Big 12
3/3/2022,Army,Patriot League,Patriot League
3/3/2022,Lipscomb,Atlantic Sun,Atlantic Sun
3/3/2022,UC Davis,Big West,Big West
3/3/2022,UT Arlington,Sun Belt,Sun Belt
3/3/2022,Pacific,West Coast,West Coast
3/3/2022,Iona,Metro Atlantic Athletic,Metro Atlantic Athletic
3/3/2022,Delaware St.,Mid-Eastern Athletic,Mid-Eastern Athletic
3/3/2022,Iowa,Big Ten,Big Ten
3/3/2022,Quinnipiac,Metro Atlantic Athletic,Metro Atlantic Athletic
3/3/2022,Northern Colorado,Big Sky,Big Sky
3/3/2022,Sacramento St.,Big Sky,Big Sky
3/3/2022,Tennessee Tech,Ohio Valley,Ohio Valley
3/3/2022,American,Patriot League,Patriot League
3/3/2022,Siena,Metro Atlantic Athletic,Metro Atlantic Athletic
3/3/2022,Howard,Mid-Eastern Athletic,Mid-Eastern Athletic
3/3/2022,South Carolina St.,Mid-Eastern Athletic,Mid-Eastern Athletic
3/3/2022,Detroit Mercy,Horizon League,Horizon League
3/3/2022,Michigan St.,Big Ten,Big Ten
3/3/2022,Illinois Chicago,Horizon League,Horizon League
3/3/2022,Tarleton St.,Western Athletic,Western Athletic
3/3/2022,Pepperdine,West Coast,West Coast
3/3/2022,Fresno St.,Mountain West,Mountain West
3/3/2022,Cincinnati,American Athletic,American Athletic
3/3/2022,Little Rock,Sun Belt,Sun Belt
3/3/2022,Memphis,American Athletic,American Athletic
3/3/2022,Tennessee St.,Ohio Valley,Ohio Valley
3/3/2022,UCF,American Athletic,American Athletic
3/3/2022,Hawaii,Big West,Big West
3/3/2022,Rice,Conference USA,Conference USA
3/3/2022,North Texas,Conference USA,Conference USA
3/3/2022,Evansville,Missouri Valley,Missouri Valley
3/3/2022,Oregon,Pacific-12,Pacific-12
3/3/2022,Oregon St.,Pacific-12,Pacific-12
3/3/2022,Oakland,Horizon League,Horizon League
3/4/2022,Central Michigan,Mid-American,Mid-American
3/4/2022,Morehead St.,Ohio Valley,Ohio Valley
3/4/2022,Loyola Marymount,West Coast,West Coast
3/4/2022,Southern Illinois,Missouri Valley,Missouri Valley
3/4/2022,The Citadel,Southern,Southern
3/4/2022,Campbell,Big South,Big South
3/4/2022,Buffalo,Mid-American,Mid-American
3/4/2022,North Carolina A&T,Big South,Big South
3/4/2022,Bradley,Missouri Valley,Missouri Valley
3/4/2022,Western Carolina,Southern,Southern
3/4/2022,Eastern Michigan,Mid-American,Mid-American
3/4/2022,Valparaiso,Missouri Valley,Missouri Valley
3/4/2022,Southeast Missouri St.,Ohio Valley,Ohio Valley
3/4/2022,Ohio,Mid-American,Mid-American
3/4/2022,Illinois St.,Missouri Valley,Missouri Valley
3/4/2022,San Diego,West Coast,West Coast
3/4/2022,Utah St.,Mountain West,Mountain West
3/4/2022,Richmond,Atlantic 10,Atlantic 10
3/4/2022,Bowling Green,Mid-American,Mid-American
3/4/2022,Charleston Southern,Big South,Big South
3/4/2022,Ball St.,Mid-American,Mid-American
3/4/2022,High Point,Big South,Big South
3/5/2022,Tarleton St.,Western Athletic,Western Athletic
3/5/2022,Southern,Southwest Athletic,Southwest Athletic
3/5/2022,Grambling St.,Southwest Athletic,Southwest Athletic
3/5/2022,Arkansas Pine Bluff,Southwest Athletic,Southwest Athletic
3/5/2022,Georgia Southern,Sun Belt,Sun Belt
3/5/2022,California,Pacific-12,Pacific-12
3/5/2022,Stanford,Pacific-12,Pacific-12
3/5/2022,South Carolina,Southeastern,Southeastern
3/5/2022,Iowa St.,Big 12,Big 12
3/5/2022,Mount St. Mary's,Northeast,Northeast
3/5/2022,Villanova,Big East,Big East
3/5/2022,UC San Diego,Big West,Big West
3/5/2022,UC Irvine,Big West,Big West
3/5/2022,UC Davis,Big West,Big West
3/5/2022,Hawaii,Big West,Big West
3/5/2022,Siena,Metro Atlantic Athletic,Metro Atlantic Athletic
3/5/2022,The Citadel,Southern,Southern
3/5/2022,Virginia Tech,Atlantic Coast,Atlantic Coast
3/5/2022,Boise St.,Mountain West,Mountain West
3/5/2022,Cornell,Ivy League,Ivy League
3/5/2022,DePaul,Big East,Big East
3/5/2022,Seton Hall,Big East,Big East
3/5/2022,Davidson,Atlantic 10,Atlantic 10
3/5/2022,North Carolina,Atlantic Coast,Atlantic Coast
3/5/2022,La Salle,Atlantic 10,Atlantic 10
3/5/2022,Portland St.,Big Sky,Big Sky
3/5/2022,Kentucky,Southeastern,Southeastern
3/5/2022,Bethune Cookman,Southwest Athletic,Southwest Athletic
3/5/2022,FIU,Conference USA,NCAA
3/5/2022,N.C. State,Atlantic Coast,Big Sky
3/5/2022,George Washington,Atlantic 10,Atlantic 10
3/5/2022,Mercer,Southern,Southern
3/5/2022,Massachusetts,Atlantic 10,Atlantic 10
3/5/2022,Arkansas St.,Sun Belt,Sun Belt
3/5/2022,Boston College,Atlantic Coast,Atlantic Coast
3/5/2022,Dixie St.,Western Athletic,Western Athletic
3/5/2022,Dartmouth,Ivy League,Ivy League
3/5/2022,McNeese St.,Southland,Southland
3/5/2022,Northern Arizona,Big Sky,Big Sky
3/5/2022,Texas A&M Corpus Chris,Southland,Southland
3/5/2022,Quinnipiac,Metro Atlantic Athletic,Metro Atlantic Athletic
3/5/2022,Mississippi Valley St.,Southwest Athletic,Southwest Athletic
3/5/2022,Jacksonville,Atlantic Sun,Atlantic Sun
3/5/2022,Texas,Big 12,Big 12
3/5/2022,Oklahoma,Big 12,Big 12
3/5/2022,Cal Baptist,Western Athletic,Western Athletic
3/5/2022,Bellarmine,Atlantic Sun,Atlantic Sun
3/5/2022,UC Riverside,Big West,Big West
3/5/2022,USC Upstate,Big South,Big South
3/5/2022,Virginia,Atlantic Coast,Atlantic Coast
3/5/2022,Alabama,Southeastern,Southeastern
3/5/2022,St. John's,Big East,Big East
3/5/2022,Vanderbilt,Southeastern,Southeastern
3/5/2022,Georgia,Southeastern,Southeastern
3/5/2022,Drake,Missouri Valley,Missouri Valley
3/5/2022,Sacramento St.,Big Sky,Big Sky
3/5/2022,Northern Colorado,Big Sky,Big Sky
3/5/2022,Morehead St.,Ohio Valley,Ohio Valley
3/5/2022,San Diego St.,Mountain West,Mountain West
3/5/2022,UNLV,Mountain West,Mountain West
3/5/2022,Utah Valley,Western Athletic,Western Athletic
3/5/2022,Marist,Metro Atlantic Athletic,Metro Atlantic Athletic
3/5/2022,New Orleans,Southland,Southland
3/5/2022,Denver,Summit League,Summit League
3/5/2022,Loyola Chicago,Missouri Valley,Missouri Valley
3/5/2022,Southeastern Louisiana,Southland,Southland
3/5/2022,Pittsburgh,Atlantic Coast,Atlantic Coast
3/5/2022,Texas Tech,Big 12,Big 12
3/5/2022,Middle Tennessee,Conference USA,Conference USA
3/5/2022,Princeton,Ivy League,Ivy League
3/5/2022,Indiana,Big Ten,Big Ten
3/5/2022,Monmouth,Metro Atlantic Athletic,Metro Atlantic Athletic
3/5/2022,Rhode Island,Atlantic 10,Atlantic 10
3/5/2022,VCU,Atlantic 10,Atlantic 10
3/5/2022,Fairfield,Metro Atlantic Athletic,Metro Atlantic Athletic
3/5/2022,UNC Greensboro,Southern,Southern
3/5/2022,BYU,West Coast,West Coast
3/5/2022,Portland,West Coast,West Coast
3/5/2022,Chicago St.,Western Athletic,Western Athletic
3/5/2022,Nebraska Omaha,Summit League,Summit League
3/5/2022,Charlotte,Conference USA,Conference USA
3/5/2022,Miami FL,Atlantic Coast,Atlantic Coast
3/5/2022,Arkansas,Southeastern,Southeastern
3/5/2022,Mississippi St.,Southeastern,Southeastern
3/5/2022,Prairie View A&M,Southwest Athletic,Southwest Athletic
3/5/2022,Louisiana,Sun Belt,Sun Belt
3/5/2022,Little Rock,Sun Belt,Sun Belt
3/5/2022,Louisiana Tech,Conference USA,Conference USA
3/5/2022,USC,Pacific-12,Pacific-12
3/5/2022,Stephen F. Austin,Western Athletic,Western Athletic
3/5/2022,Colorado,Pacific-12,Pacific-12
3/5/2022,North Texas,Conference USA,Conference USA
3/5/2022,Rice,Conference USA,Conference USA
3/5/2022,LIU,Northeast,Northeast
3/5/2022,Oregon St.,Pacific-12,Pacific-12
3/5/2022,Oregon,Pacific-12,Pacific-12
3/5/2022,Southern Utah,Big Sky,Big Sky
3/5/2022,TCU,Big 12,Big 12
3/5/2022,Marshall,Conference USA,Conference USA
3/5/2022,East Carolina,American Athletic,American Athletic
3/5/2022,Northeastern,Colonial Athletic Association,Colonial Athletic Association
3/5/2022,Gardner Webb,Big South,Big South
3/5/2022,VMI,Southern,Southern
3/5/2022,Fresno St.,Mountain West,Mountain West
3/5/2022,Georgetown,Big East,Big East
3/5/2022,Brown,Ivy League,Ivy League
3/6/2022,Georgia St.,Sun Belt,Sun Belt
3/6/2022,Wofford,Southern,Southern
3/6/2022,Lehigh,Patriot League,Patriot League
3/6/2022,Loyola Chicago,Missouri Valley,Missouri Valley
3/6/2022,Delaware,Colonial Athletic Association,Colonial Athletic Association
3/6/2022,Samford,Southern,Southern
3/6/2022,Albany,America East,America East
3/6/2022,Charleston,Colonial Athletic Association,Colonial Athletic Association
3/6/2022,Iowa,Big Ten,Big Ten
3/6/2022,Winthrop,Big South,Big South
3/6/2022,Houston,American Athletic,American Athletic
3/6/2022,Maryland,Big Ten,Big Ten
3/6/2022,Boston University,Patriot League,Patriot League
3/6/2022,Binghamton,America East,America East
3/6/2022,Minnesota,Big Ten,Big Ten
3/6/2022,Michigan,Big Ten,Big Ten
3/6/2022,Western Illinois,Summit League,Summit League
3/6/2022,Penn St.,Big Ten,Big Ten
3/6/2022,Tulane,American Athletic,American Athletic
3/6/2022,South Florida,American Athletic,American Athletic
3/6/2022,Northeastern,Colonial Athletic Association,Colonial Athletic Association
3/6/2022,Louisiana,Sun Belt,Sun Belt
3/6/2022,UCF,American Athletic,American Athletic
3/6/2022,UMass Lowell,America East,America East
3/6/2022,South Dakota,Western Athletic,Summit League
3/6/2022,Elon,Colonial Athletic Association,Colonial Athletic Association
3/6/2022,NJIT,America East,America East
3/6/2022,Nebraska,Big Ten,Big Ten
3/7/2022,Furman,Southern,Southern
3/7/2022,Wright St.,Horizon League,Horizon League
3/7/2022,Louisiana,Sun Belt,Sun Belt
3/7/2022,San Francisco,West Coast,West Coast
3/7/2022,Oral Roberts,Summit League,Summit League
3/7/2022,Northern Kentucky,Horizon League,Horizon League
3/7/2022,Santa Clara,West Coast,West Coast
3/7/2022,South Dakota,Summit League,Summit League
3/7/2022,Delaware,Colonial Athletic Association,Colonial Athletic Association
3/7/2022,Charleston,Colonial Athletic Association,Colonial Athletic Association
3/8/2022,Jacksonville,Atlantic Sun,Atlantic Sun
3/8/2022,Wagner,Northeast,Northeast
3/8/2022,UT Rio Grande Valley,Western Athletic,Western Athletic
3/8/2022,Cal St. Bakersfield,Big West,Big West
3/8/2022,N.C. State,Atlantic Coast,Big Sky
3/8/2022,Canisius,Metro Atlantic Athletic,Metro Atlantic Athletic
3/8/2022,Marshall,NCAA,Conference USA
3/8/2022,Saint Mary's,West Coast,West Coast
3/8/2022,Georgia Tech,Atlantic Coast,Atlantic Coast
3/8/2022,Rider,Metro Atlantic Athletic,Metro Atlantic Athletic
3/8/2022,Quinnipiac,Metro Atlantic Athletic,Metro Atlantic Athletic
3/8/2022,Wright St.,Horizon League,Horizon League
3/8/2022,Boston College,Atlantic Coast,Atlantic Coast
3/8/2022,North Dakota St.,Summit League,Summit League
3/8/2022,Cal Poly,Big West,Big West
3/8/2022,Delaware,Colonial Athletic Association,Colonial Athletic Association
3/8/2022,Chicago St.,Western Athletic,Western Athletic
3/8/2022,Southern Miss,Conference USA,Conference USA
3/9/2022,Utah Valley,Western Athletic,Western Athletic
3/9/2022,Prairie View A&M,Southwest Athletic,Southwest Athletic
3/9/2022,Stanford,Pacific-12,Pacific-12
3/9/2022,Rice,Conference USA,Conference USA
3/9/2022,Navy,Patriot League,Patriot League
3/9/2022,Northern Arizona,Big Sky,Big Sky
3/9/2022,Southern Miss,Conference USA,Conference USA
3/9/2022,Syracuse,Atlantic Coast,Atlantic Coast
3/9/2022,San Jose St.,Mountain West,Mountain West
3/9/2022,Incarnate Word,Southland,Southland
3/9/2022,Coppin St.,Mid-Eastern Athletic,Mid-Eastern Athletic
3/9/2022,Rider,Metro Atlantic Athletic,Metro Atlantic Athletic
3/9/2022,West Virginia,Big 12,Big 12
3/9/2022,Saint Joseph's,Atlantic 10,Atlantic 10
3/9/2022,Marshall,Conference USA,Conference USA
3/9/2022,Mississippi,Southeastern,Southeastern
3/9/2022,New Mexico,Mountain West,Mountain West
3/9/2022,Delaware St.,Mid-Eastern Athletic,Mid-Eastern Athletic
3/9/2022,Nebraska,Big Ten,Big Ten
3/9/2022,McNeese St.,Southland,Southland
3/9/2022,Oregon St.,Pacific-12,Pacific-12
3/9/2022,Minnesota,Big Ten,Big Ten
3/9/2022,Idaho St.,Big Sky,Big Sky
3/9/2022,Duquesne,Atlantic 10,Atlantic 10
3/9/2022,Idaho,Big Sky,Big Sky
3/9/2022,Fairfield,Metro Atlantic Athletic,Metro Atlantic Athletic
3/9/2022,Cal Baptist,Western Athletic,Western Athletic
